  Time                 , V(VO)                
  1.000000000002e-003  ,-1.668529926050e+001  
  1.000000080003e-003  ,-1.668527796276e+001  
  1.000000240004e-003  ,-1.668523530291e+001  
  1.000000560007e-003  ,-1.668514967415e+001  
  1.000001200012e-003  ,-1.668497714632e+001  
  1.000002480021e-003  ,-1.668462694230e+001  
  1.000005040041e-003  ,-1.668390595352e+001  
  1.000010160080e-003  ,-1.668238177138e+001  
  1.000017160081e-003  ,-1.668012085315e+001  
  1.000024160082e-003  ,-1.667765597260e+001  
  1.000031160083e-003  ,-1.667498762103e+001  
  1.000038160085e-003  ,-1.667211619751e+001  
  1.000045160086e-003  ,-1.666904237710e+001  
  1.000052160087e-003  ,-1.666576680320e+001  
  1.000059160088e-003  ,-1.666228996533e+001  
  1.000068660089e-003  ,-1.665724812876e+001  
  1.000075660091e-003  ,-1.665332519257e+001  
  1.000082660092e-003  ,-1.664929659205e+001  
  1.000089660093e-003  ,-1.664528746605e+001  
  1.000096381262e-003  ,-1.664148458704e+001  
  1.000103381263e-003  ,-1.663758415005e+001  
  1.000110381264e-003  ,-1.663374954614e+001  
  1.000117381265e-003  ,-1.662998281089e+001  
  1.000124381267e-003  ,-1.662628503709e+001  
  1.000131381268e-003  ,-1.662265666341e+001  
  1.000138381269e-003  ,-1.661909769044e+001  
  1.000145381270e-003  ,-1.661560788996e+001  
  1.000152381271e-003  ,-1.661218711812e+001  
  1.000159381273e-003  ,-1.660883517937e+001  
  1.000166381274e-003  ,-1.660555198249e+001  
  1.000173381275e-003  ,-1.660233732488e+001  
  1.000180381276e-003  ,-1.659919098708e+001  
  1.000187381277e-003  ,-1.659611283068e+001  
  1.000194381279e-003  ,-1.659310269980e+001  
  1.000201381280e-003  ,-1.659016047011e+001  
  1.000208381281e-003  ,-1.658728590380e+001  
  1.000215381282e-003  ,-1.658447885239e+001  
  1.000222381283e-003  ,-1.658173919612e+001  
  1.000229381285e-003  ,-1.657906670430e+001  
  1.000236381286e-003  ,-1.657646126579e+001  
  1.000243381287e-003  ,-1.657392268622e+001  
  1.000250381288e-003  ,-1.657145077195e+001  
  1.000257381289e-003  ,-1.656904541249e+001  
  1.000264381291e-003  ,-1.656670638670e+001  
  1.000271381292e-003  ,-1.656443354730e+001  
  1.000278381293e-003  ,-1.656222677471e+001  
  1.000285381294e-003  ,-1.656008583921e+001  
  1.000292381295e-003  ,-1.655801059394e+001  
  1.000299381297e-003  ,-1.655600091967e+001  
  1.000306381298e-003  ,-1.655405658721e+001  
  1.000315881299e-003  ,-1.655152321371e+001  
  1.000322881300e-003  ,-1.654973094512e+001  
  1.000325853709e-003  ,-1.654897777324e+001  
  1.000331798528e-003  ,-1.654741370788e+001  
  1.000338798529e-003  ,-1.654541228181e+001  
  1.000345798530e-003  ,-1.654321998223e+001  
  1.000352798531e-003  ,-1.654083231828e+001  
  1.000359798532e-003  ,-1.653824662230e+001  
  1.000364231628e-003  ,-1.653650462068e+001  
  1.000369547617e-003  ,-1.653430852061e+001  
  1.000376547618e-003  ,-1.653123890244e+001  
  1.000383547619e-003  ,-1.652796784262e+001  
  1.000390547621e-003  ,-1.652449643474e+001  
  1.000397547622e-003  ,-1.652082496018e+001  
  1.000404547623e-003  ,-1.651695370587e+001  
  1.000411547624e-003  ,-1.651288333532e+001  
  1.000418547625e-003  ,-1.650861460724e+001  
  1.000425547627e-003  ,-1.650414797654e+001  
  1.000432547628e-003  ,-1.649948381646e+001  
  1.000439547629e-003  ,-1.649462287860e+001  
  1.000446547630e-003  ,-1.648956566118e+001  
  1.000453547631e-003  ,-1.648431256068e+001  
  1.000460547633e-003  ,-1.647886433007e+001  
  1.000467547634e-003  ,-1.647322144990e+001  
  1.000474547635e-003  ,-1.646738431260e+001  
  1.000481547636e-003  ,-1.646135367208e+001  
  1.000488547637e-003  ,-1.645513000888e+001  
  1.000495547639e-003  ,-1.644871371318e+001  
  1.000502547640e-003  ,-1.644210544538e+001  
  1.000512047641e-003  ,-1.643282881004e+001  
  1.000519047642e-003  ,-1.642578552392e+001  
  1.000525305385e-003  ,-1.641944337468e+001  
  1.000531837309e-003  ,-1.641284455512e+001  
  1.000538837310e-003  ,-1.640583053349e+001  
  1.000545837311e-003  ,-1.639888775431e+001  
  1.000552837312e-003  ,-1.639202039299e+001  
  1.000559837314e-003  ,-1.638523027792e+001  
  1.000566837315e-003  ,-1.637851835600e+001  
  1.000573837316e-003  ,-1.637188498487e+001  
  1.000580837317e-003  ,-1.636533010541e+001  
  1.000587837318e-003  ,-1.635885355937e+001  
  1.000594837320e-003  ,-1.635245507222e+001  
  1.000601837321e-003  ,-1.634613451360e+001  
  1.000608837322e-003  ,-1.633989172715e+001  
  1.000615837323e-003  ,-1.633372653311e+001  
  1.000622837324e-003  ,-1.632763879214e+001  
  1.000629837326e-003  ,-1.632162827731e+001  
  1.000636837327e-003  ,-1.631569478572e+001  
  1.000643837328e-003  ,-1.630983815988e+001  
  1.000650837329e-003  ,-1.630405822776e+001  
  1.000657837330e-003  ,-1.629835485734e+001  
  1.000664837332e-003  ,-1.629272782830e+001  
  1.000671837333e-003  ,-1.628717696381e+001  
  1.000678837334e-003  ,-1.628170208656e+001  
  1.000685837335e-003  ,-1.627630298973e+001  
  1.000692837336e-003  ,-1.627097955369e+001  
  1.000699837338e-003  ,-1.626573153896e+001  
  1.000706837339e-003  ,-1.626055878929e+001  
  1.000713837340e-003  ,-1.625546117892e+001  
  1.000720837341e-003  ,-1.625043846516e+001  
  1.000730337342e-003  ,-1.624374256342e+001  
  1.000737337344e-003  ,-1.623889442531e+001  
  1.000740214385e-003  ,-1.623691269034e+001  
  1.000745968469e-003  ,-1.623290108314e+001  
  1.000752968470e-003  ,-1.622787263842e+001  
  1.000759968471e-003  ,-1.622266302558e+001  
  1.000766968472e-003  ,-1.621726759783e+001  
  1.000773968474e-003  ,-1.621168364837e+001  
  1.000777952299e-003  ,-1.620841976567e+001  
  1.000782947168e-003  ,-1.620423912317e+001  
  1.000789947169e-003  ,-1.619821500358e+001  
  1.000796947171e-003  ,-1.619199894135e+001  
  1.000803947172e-003  ,-1.618559168496e+001  
  1.000810947173e-003  ,-1.617899369328e+001  
  1.000817947174e-003  ,-1.617220527145e+001  
  1.000824947175e-003  ,-1.616522703984e+001  
  1.000831947177e-003  ,-1.615805971691e+001  
  1.000838947178e-003  ,-1.615070377432e+001  
  1.000845947179e-003  ,-1.614315958291e+001  
  1.000852947180e-003  ,-1.613542787288e+001  
  1.000859947181e-003  ,-1.612750912734e+001  
  1.000866947183e-003  ,-1.611940373606e+001  
  1.000873947184e-003  ,-1.611111243897e+001  
  1.000880947185e-003  ,-1.610263570472e+001  
  1.000887947186e-003  ,-1.609397404378e+001  
  1.000894947187e-003  ,-1.608512784953e+001  
  1.000901947189e-003  ,-1.607609786822e+001  
  1.000908947190e-003  ,-1.606688445226e+001  
  1.000915947191e-003  ,-1.605748821809e+001  
  1.000922947192e-003  ,-1.604790969386e+001  
  1.000929947193e-003  ,-1.603814949506e+001  
  1.000936947195e-003  ,-1.602820808946e+001  
  1.000946447196e-003  ,-1.601442578493e+001  
  1.000953447197e-003  ,-1.600406867921e+001  
  1.000960447198e-003  ,-1.599366360718e+001  
  1.000967447199e-003  ,-1.598329055273e+001  
  1.000974447201e-003  ,-1.597298552128e+001  
  1.000981447202e-003  ,-1.596276143346e+001  
  1.000988447203e-003  ,-1.595262304869e+001  
  1.000995447204e-003  ,-1.594257244860e+001  
  1.001002447205e-003  ,-1.593261066170e+001  
  1.001009447207e-003  ,-1.592273805280e+001  
  1.001016447208e-003  ,-1.591295455180e+001  
  1.001023447209e-003  ,-1.590325994736e+001  
  1.001030447210e-003  ,-1.589365404020e+001  
  1.001037447211e-003  ,-1.588413665597e+001  
  1.001044447213e-003  ,-1.587470761638e+001  
  1.001051447214e-003  ,-1.586536677825e+001  
  1.001058447215e-003  ,-1.585611386362e+001  
  1.001065447216e-003  ,-1.584694874271e+001  
  1.001072447217e-003  ,-1.583787119314e+001  
  1.001079447219e-003  ,-1.582888099385e+001  
  1.001086447220e-003  ,-1.581997797334e+001  
  1.001093447221e-003  ,-1.581116199285e+001  
  1.001100447222e-003  ,-1.580243278677e+001  
  1.001107447223e-003  ,-1.579379018561e+001  
  1.001114447225e-003  ,-1.578523405143e+001  
  1.001121447226e-003  ,-1.577676411891e+001  
  1.001128447227e-003  ,-1.576838026083e+001  
  1.001135447228e-003  ,-1.576008222300e+001  
  1.001142447229e-003  ,-1.575186983610e+001  
  1.001151947231e-003  ,-1.574086225037e+001  
  1.001158947232e-003  ,-1.573284970796e+001  
  1.001161547484e-003  ,-1.572988694165e+001  
  1.001166747990e-003  ,-1.572392917523e+001  
  1.001173747991e-003  ,-1.571577769040e+001  
  1.001180747992e-003  ,-1.570745547247e+001  
  1.001187747993e-003  ,-1.569895855928e+001  
  1.001194747995e-003  ,-1.569028070147e+001  
  1.001201747996e-003  ,-1.568142059002e+001  
  1.001208747997e-003  ,-1.567237797939e+001  
  1.001215747998e-003  ,-1.566315345702e+001  
  1.001222747999e-003  ,-1.565374805047e+001  
  1.001229748001e-003  ,-1.564416227357e+001  
  1.001236748002e-003  ,-1.563439667994e+001  
  1.001243748003e-003  ,-1.562445163214e+001  
  1.001250748004e-003  ,-1.561432768783e+001  
  1.001257748005e-003  ,-1.560402540697e+001  
  1.001264748007e-003  ,-1.559354517838e+001  
  1.001271748008e-003  ,-1.558288771578e+001  
  1.001278748009e-003  ,-1.557205347767e+001  
