  Time                 , V(VO)                
  1.000000000002e-003  ,-1.950884781277e+001  
  1.000000071612e-003  ,-1.950883273806e+001  
  1.000000214826e-003  ,-1.950880254375e+001  
  1.000000501254e-003  ,-1.950874187990e+001  
  1.000001074111e-003  ,-1.950861945147e+001  
  1.000002219824e-003  ,-1.950837019287e+001  
  1.000004511250e-003  ,-1.950785407827e+001  
  1.000009094102e-003  ,-1.950675153686e+001  
  1.000016094103e-003  ,-1.950488684250e+001  
  1.000023094104e-003  ,-1.950280440141e+001  
  1.000030094106e-003  ,-1.950050460557e+001  
  1.000037094107e-003  ,-1.949798814061e+001  
  1.000044094108e-003  ,-1.949525569096e+001  
  1.000051094109e-003  ,-1.949230764742e+001  
  1.000058094110e-003  ,-1.948914469352e+001  
  1.000065094112e-003  ,-1.948576751165e+001  
  1.000072094113e-003  ,-1.948217649135e+001  
  1.000079094114e-003  ,-1.947837231408e+001  
  1.000086094115e-003  ,-1.947435556328e+001  
  1.000093094116e-003  ,-1.947012682173e+001  
  1.000100094118e-003  ,-1.946568667152e+001  
  1.000107094119e-003  ,-1.946103579105e+001  
  1.000114094120e-003  ,-1.945617456758e+001  
  1.000121094121e-003  ,-1.945110377500e+001  
  1.000128094122e-003  ,-1.944582392849e+001  
  1.000135094124e-003  ,-1.944033544634e+001  
  1.000142094125e-003  ,-1.943463903601e+001  
  1.000149094126e-003  ,-1.942873527548e+001  
  1.000156094127e-003  ,-1.942262474213e+001  
  1.000163094128e-003  ,-1.941630810875e+001  
  1.000170094130e-003  ,-1.940978575937e+001  
  1.000177094131e-003  ,-1.940305836574e+001  
  1.000184094132e-003  ,-1.939612650282e+001  
  1.000191094133e-003  ,-1.938899074498e+001  
  1.000198094134e-003  ,-1.938165166600e+001  
  1.000205094136e-003  ,-1.937410983904e+001  
  1.000212094137e-003  ,-1.936636583666e+001  
  1.000219094138e-003  ,-1.935842032600e+001  
  1.000226094139e-003  ,-1.935027368790e+001  
  1.000233094140e-003  ,-1.934192658840e+001  
  1.000240094142e-003  ,-1.933337959761e+001  
  1.000247094143e-003  ,-1.932463328504e+001  
  1.000254094144e-003  ,-1.931568831427e+001  
  1.000261094145e-003  ,-1.930654506408e+001  
  1.000268094146e-003  ,-1.929720419691e+001  
  1.000275094148e-003  ,-1.928766627971e+001  
  1.000282094149e-003  ,-1.927793187880e+001  
  1.000289094150e-003  ,-1.926800156008e+001  
  1.000296094151e-003  ,-1.925787598300e+001  
  1.000303094152e-003  ,-1.924755552385e+001  
  1.000310094154e-003  ,-1.923704084074e+001  
  1.000317094155e-003  ,-1.922633249699e+001  
  1.000324094156e-003  ,-1.921543105535e+001  
  1.000331094157e-003  ,-1.920433707791e+001  
  1.000338094158e-003  ,-1.919305121958e+001  
  1.000345094160e-003  ,-1.918157385417e+001  
  1.000352094161e-003  ,-1.916990563547e+001  
  1.000359094162e-003  ,-1.915804712308e+001  
  1.000366094163e-003  ,-1.914599887593e+001  
  1.000373094164e-003  ,-1.913376145238e+001  
  1.000380094166e-003  ,-1.912133550294e+001  
  1.000387094167e-003  ,-1.910872152262e+001  
  1.000394094168e-003  ,-1.909592004713e+001  
  1.000401094169e-003  ,-1.908293148823e+001  
  1.000408094170e-003  ,-1.906975653510e+001  
  1.000415094172e-003  ,-1.905639574232e+001  
  1.000422094173e-003  ,-1.904284975598e+001  
  1.000429094174e-003  ,-1.902911894486e+001  
  1.000436094175e-003  ,-1.901520395390e+001  
  1.000443094176e-003  ,-1.900110533509e+001  
  1.000450094178e-003  ,-1.898682363982e+001  
  1.000457094179e-003  ,-1.897235941880e+001  
  1.000464094180e-003  ,-1.895771322211e+001  
  1.000471094181e-003  ,-1.894288559922e+001  
  1.000478094182e-003  ,-1.892787709889e+001  
  1.000485094184e-003  ,-1.891268826919e+001  
  1.000492094185e-003  ,-1.889731965761e+001  
  1.000499094186e-003  ,-1.888177181115e+001  
  1.000506094187e-003  ,-1.886604527612e+001  
  1.000513094188e-003  ,-1.885014059809e+001  
  1.000520094190e-003  ,-1.883405832195e+001  
  1.000527094191e-003  ,-1.881779899206e+001  
  1.000534094192e-003  ,-1.880136315211e+001  
  1.000541094193e-003  ,-1.878475134508e+001  
  1.000548094194e-003  ,-1.876796411332e+001  
  1.000555094196e-003  ,-1.875100199858e+001  
  1.000562094197e-003  ,-1.873386554190e+001  
  1.000569094198e-003  ,-1.871655537363e+001  
  1.000576094199e-003  ,-1.869907185356e+001  
  1.000583094200e-003  ,-1.868141561082e+001  
  1.000590094202e-003  ,-1.866358718390e+001  
  1.000597094203e-003  ,-1.864558711058e+001  
  1.000604094204e-003  ,-1.862741601741e+001  
  1.000611094205e-003  ,-1.860907426200e+001  
  1.000618094206e-003  ,-1.859056246969e+001  
  1.000625094208e-003  ,-1.857188117568e+001  
  1.000632094209e-003  ,-1.855303091447e+001  
  1.000639094210e-003  ,-1.853401221991e+001  
  1.000646094211e-003  ,-1.851482571399e+001  
  1.000653094212e-003  ,-1.849547175168e+001  
  1.000660094214e-003  ,-1.847595095373e+001  
  1.000667094215e-003  ,-1.845626385138e+001  
  1.000674094216e-003  ,-1.843641106351e+001  
  1.000681094217e-003  ,-1.841639294331e+001  
  1.000688094218e-003  ,-1.839621010841e+001  
  1.000695094220e-003  ,-1.837586308726e+001  
  1.000702094221e-003  ,-1.835535249570e+001  
  1.000709094222e-003  ,-1.833467868526e+001  
  1.000716094223e-003  ,-1.831384227057e+001  
  1.000723094224e-003  ,-1.829284377753e+001  
  1.000730094226e-003  ,-1.827168373140e+001  
  1.000737094227e-003  ,-1.825036265683e+001  
  1.000744094228e-003  ,-1.822888107774e+001  
  1.000751094229e-003  ,-1.820723960446e+001  
  1.000758094230e-003  ,-1.818543858533e+001  
  1.000765094232e-003  ,-1.816347862950e+001  
  1.000772094233e-003  ,-1.814136034498e+001  
  1.000779094234e-003  ,-1.811908407876e+001  
  1.000786094235e-003  ,-1.809665043762e+001  
  1.000793094236e-003  ,-1.807405994083e+001  
  1.000800094238e-003  ,-1.805131310697e+001  
  1.000807094239e-003  ,-1.802841054015e+001  
  1.000814094240e-003  ,-1.800535258511e+001  
  1.000821094241e-003  ,-1.798213984471e+001  
  1.000828094242e-003  ,-1.795877283486e+001  
  1.000835094244e-003  ,-1.793525207078e+001  
  1.000842094245e-003  ,-1.791157806701e+001  
  1.000849094246e-003  ,-1.788775142295e+001  
  1.000856094247e-003  ,-1.786377259455e+001  
  1.000863094248e-003  ,-1.783964195199e+001  
  1.000870094250e-003  ,-1.781536012116e+001  
  1.000877094251e-003  ,-1.779092761323e+001  
  1.000884094252e-003  ,-1.776634493871e+001  
  1.000891094253e-003  ,-1.774161260741e+001  
  1.000898094254e-003  ,-1.771673112843e+001  
  1.000905094256e-003  ,-1.769170101019e+001  
  1.000912094257e-003  ,-1.766652276033e+001  
  1.000919094258e-003  ,-1.764119688597e+001  
  1.000926094259e-003  ,-1.761572389370e+001  
  1.000933094260e-003  ,-1.759010428927e+001  
  1.000940094262e-003  ,-1.756433857763e+001  
  1.000947094263e-003  ,-1.753842726320e+001  
  1.000954094264e-003  ,-1.751237084969e+001  
  1.000961094265e-003  ,-1.748616992378e+001  
  1.000968094266e-003  ,-1.745982482027e+001  
  1.000975094268e-003  ,-1.743333612463e+001  
  1.000982094269e-003  ,-1.740670433779e+001  
  1.000989094270e-003  ,-1.737992995999e+001  
  1.000996094271e-003  ,-1.735301349085e+001  
  1.001003094272e-003  ,-1.732595542927e+001  
  1.001010094274e-003  ,-1.729875635637e+001  
  1.001017094275e-003  ,-1.727141660374e+001  
  1.001024094276e-003  ,-1.724393675124e+001  
  1.001031094277e-003  ,-1.721631729501e+001  
  1.001038094278e-003  ,-1.718855873053e+001  
  1.001045094280e-003  ,-1.716066155256e+001  
