  Time                 , V(VO)                
  1.000000000000e-003  ,-1.428143856729e+001  
  1.000000080001e-003  ,-1.428121288440e+001  
  1.000000240002e-003  ,-1.428076147255e+001  
  1.000000560005e-003  ,-1.427985842775e+001  
  1.000001200009e-003  ,-1.427805142442e+001  
  1.000002480019e-003  ,-1.427443374443e+001  
  1.000005040039e-003  ,-1.426718366300e+001  
  1.000010160078e-003  ,-1.425262471642e+001  
  1.000017160078e-003  ,-1.423259352421e+001  
  1.000024160078e-003  ,-1.421241647360e+001  
  1.000031160078e-003  ,-1.419209410555e+001  
  1.000038160078e-003  ,-1.417162697731e+001  
  1.000045160079e-003  ,-1.415101540687e+001  
  1.000052160079e-003  ,-1.413025995029e+001  
  1.000059160079e-003  ,-1.410936108346e+001  
  1.000066160079e-003  ,-1.408831936065e+001  
  1.000073160079e-003  ,-1.406713520355e+001  
  1.000080160079e-003  ,-1.404580895452e+001  
  1.000087160080e-003  ,-1.402434127123e+001  
  1.000094160080e-003  ,-1.400273246879e+001  
  1.000101160080e-003  ,-1.398098309822e+001  
  1.000108160080e-003  ,-1.395909363105e+001  
  1.000115160080e-003  ,-1.393706461652e+001  
  1.000122160081e-003  ,-1.391489647247e+001  
  1.000129160081e-003  ,-1.389258953813e+001  
  1.000136160081e-003  ,-1.387014446514e+001  
  1.000143160081e-003  ,-1.384756166969e+001  
  1.000150160081e-003  ,-1.382484148964e+001  
  1.000157160081e-003  ,-1.380198449627e+001  
  1.000164160082e-003  ,-1.377899115611e+001  
  1.000171160082e-003  ,-1.375586201263e+001  
  1.000178160082e-003  ,-1.373259737599e+001  
  1.000185160082e-003  ,-1.370919786583e+001  
  1.000192160082e-003  ,-1.368566379147e+001  
  1.000199160082e-003  ,-1.366199569374e+001  
  1.000206160083e-003  ,-1.363819411246e+001  
  1.000213160083e-003  ,-1.361425945824e+001  
  1.000220160083e-003  ,-1.359019206443e+001  
  1.000227160083e-003  ,-1.356599249470e+001  
  1.000234160083e-003  ,-1.354166120936e+001  
  1.000241160083e-003  ,-1.351719866808e+001  
  1.000248160084e-003  ,-1.349260532989e+001  
  1.000255160084e-003  ,-1.346788172945e+001  
  1.000262160084e-003  ,-1.344302817188e+001  
  1.000269160084e-003  ,-1.341804519070e+001  
  1.000276160084e-003  ,-1.339293331844e+001  
  1.000283160085e-003  ,-1.336769285896e+001  
  1.000290160085e-003  ,-1.334232441933e+001  
  1.000297160085e-003  ,-1.331682830257e+001  
  1.000304160085e-003  ,-1.329120503852e+001  
  1.000311160085e-003  ,-1.326545508053e+001  
  1.000318160085e-003  ,-1.323957888133e+001  
  1.000325160086e-003  ,-1.321357689305e+001  
  1.000332160086e-003  ,-1.318744964228e+001  
  1.000339160086e-003  ,-1.316119742951e+001  
  1.000346160086e-003  ,-1.313482078016e+001  
  1.000353160086e-003  ,-1.310832014377e+001  
  1.000360160086e-003  ,-1.308169604397e+001  
  1.000367160087e-003  ,-1.305494877954e+001  
  1.000374160087e-003  ,-1.302807887298e+001  
  1.000381160087e-003  ,-1.300108684571e+001  
  1.000388160087e-003  ,-1.297397309432e+001  
  1.000395160087e-003  ,-1.294673794074e+001  
  1.000402160087e-003  ,-1.291938192929e+001  
  1.000409160088e-003  ,-1.289190557841e+001  
  1.000416160088e-003  ,-1.286430918392e+001  
  1.000423160088e-003  ,-1.283659326311e+001  
  1.000430160088e-003  ,-1.280875825854e+001  
  1.000437160088e-003  ,-1.278080468569e+001  
  1.000444160089e-003  ,-1.275273283868e+001  
  1.000451160089e-003  ,-1.272454323177e+001  
  1.000458160089e-003  ,-1.269623637819e+001  
  1.000465160089e-003  ,-1.266781257078e+001  
  1.000472160089e-003  ,-1.263927232162e+001  
  1.000479160089e-003  ,-1.261061614169e+001  
  1.000486160090e-003  ,-1.258184432258e+001  
  1.000493160090e-003  ,-1.255295737409e+001  
  1.000500160090e-003  ,-1.252395580495e+001  
  1.000507160090e-003  ,-1.249483990542e+001  
  1.000514160090e-003  ,-1.246561025545e+001  
  1.000521160090e-003  ,-1.243626714449e+001  
  1.000528160091e-003  ,-1.240681107861e+001  
  1.000535160091e-003  ,-1.237724249079e+001  
  1.000542160091e-003  ,-1.234756188527e+001  
  1.000549160091e-003  ,-1.231776954976e+001  
  1.000556160091e-003  ,-1.228786598732e+001  
  1.000563160091e-003  ,-1.225785169998e+001  
  1.000570160092e-003  ,-1.222772706956e+001  
  1.000577160092e-003  ,-1.219749240599e+001  
  1.000584160092e-003  ,-1.216714823326e+001  
  1.000591160092e-003  ,-1.213669505036e+001  
  1.000598160092e-003  ,-1.210613314200e+001  
  1.000605160093e-003  ,-1.207546307695e+001  
  1.000612160093e-003  ,-1.204468513908e+001  
