  Time                 , V(VO)                
  1.000000000002e-003  ,-2.854754699659e+000  
  1.000000080003e-003  ,-2.854927603097e+000  
  1.000000240004e-003  ,-2.855273435614e+000  
  1.000000560006e-003  ,-2.855965223702e+000  
  1.000001200011e-003  ,-2.857349308399e+000  
  1.000002480021e-003  ,-2.860119522068e+000  
  1.000005040041e-003  ,-2.865668141558e+000  
  1.000010160080e-003  ,-2.876798087049e+000  
  1.000017160081e-003  ,-2.892085123384e+000  
  1.000024160082e-003  ,-2.907453254129e+000  
  1.000031160083e-003  ,-2.922902148843e+000  
  1.000038160084e-003  ,-2.938431553740e+000  
  1.000045160085e-003  ,-2.954041195220e+000  
  1.000052160086e-003  ,-2.969730793492e+000  
  1.000061660087e-003  ,-2.991152354548e+000  
  1.000068660088e-003  ,-3.007028042079e+000  
  1.000073136397e-003  ,-3.017187443858e+000  
  1.000080136398e-003  ,-3.032984980116e+000  
  1.000084904770e-003  ,-3.043657546225e+000  
  1.000091904771e-003  ,-3.059175642937e+000  
  1.000098904772e-003  ,-3.074510930827e+000  
  1.000105904773e-003  ,-3.089660204120e+000  
  1.000112904774e-003  ,-3.104621652911e+000  
  1.000119904775e-003  ,-3.119394743008e+000  
  1.000126904776e-003  ,-3.133979578788e+000  
  1.000133904778e-003  ,-3.148376839889e+000  
  1.000140904779e-003  ,-3.162586973796e+000  
  1.000147904780e-003  ,-3.176610227959e+000  
  1.000154904781e-003  ,-3.190447145918e+000  
  1.000161904782e-003  ,-3.204098154468e+000  
  1.000168904783e-003  ,-3.217563586995e+000  
  1.000175904784e-003  ,-3.230844046145e+000  
  1.000182904785e-003  ,-3.243939902804e+000  
  1.000189904786e-003  ,-3.256851467495e+000  
  1.000196904787e-003  ,-3.269579343621e+000  
  1.000203904789e-003  ,-3.282123819569e+000  
  1.000210904790e-003  ,-3.294485395652e+000  
  1.000217904791e-003  ,-3.306664499335e+000  
  1.000224904792e-003  ,-3.318661562368e+000  
  1.000231904793e-003  ,-3.330477086019e+000  
  1.000238904794e-003  ,-3.342111450775e+000  
  1.000245904795e-003  ,-3.353564965807e+000  
  1.000255404796e-003  ,-3.368818470650e+000  
  1.000262404797e-003  ,-3.379870591600e+000  
  1.000268662540e-003  ,-3.389722899743e+000  
  1.000275194464e-003  ,-3.400040823055e+000  
  1.000282194465e-003  ,-3.411167191617e+000  
  1.000289194466e-003  ,-3.422375627450e+000  
  1.000296194467e-003  ,-3.433670009439e+000  
  1.000303194468e-003  ,-3.445052009628e+000  
  1.000310194470e-003  ,-3.456522408588e+000  
  1.000317194471e-003  ,-3.468081395940e+000  
  1.000324194472e-003  ,-3.479728782699e+000  
  1.000331194473e-003  ,-3.491464332495e+000  
  1.000338194474e-003  ,-3.503287627515e+000  
  1.000345194475e-003  ,-3.515198439944e+000  
  1.000352194476e-003  ,-3.527196506039e+000  
  1.000359194477e-003  ,-3.539281539054e+000  
  1.000366194478e-003  ,-3.551453320364e+000  
  1.000373194479e-003  ,-3.563711491262e+000  
  1.000380194481e-003  ,-3.576055772718e+000  
  1.000387194482e-003  ,-3.588485881523e+000  
  1.000394194483e-003  ,-3.601001482418e+000  
  1.000401194484e-003  ,-3.613602323244e+000  
  1.000408194485e-003  ,-3.626288199864e+000  
  1.000415194486e-003  ,-3.639058719590e+000  
  1.000422194487e-003  ,-3.651913693828e+000  
  1.000429194488e-003  ,-3.664852792925e+000  
  1.000436194489e-003  ,-3.677875735211e+000  
  1.000443194490e-003  ,-3.690982239434e+000  
  1.000450194492e-003  ,-3.704172024420e+000  
  1.000457194493e-003  ,-3.717444762708e+000  
  1.000464194494e-003  ,-3.730800205281e+000  
  1.000473694495e-003  ,-3.749059189975e+000  
  1.000480694496e-003  ,-3.762601296474e+000  
  1.000487694497e-003  ,-3.776130973052e+000  
  1.000492361541e-003  ,-3.785073586773e+000  
  1.000497843678e-003  ,-3.795480700751e+000  
  1.000504843679e-003  ,-3.808609998991e+000  
  1.000510050145e-003  ,-3.818257553099e+000  
  1.000517050146e-003  ,-3.831068086662e+000  
  1.000524050147e-003  ,-3.843692412627e+000  
  1.000531050148e-003  ,-3.856130737367e+000  
  1.000538050149e-003  ,-3.868383602231e+000  
  1.000545050150e-003  ,-3.880451966051e+000  
  1.000552050151e-003  ,-3.892336080585e+000  
  1.000559050152e-003  ,-3.904036151428e+000  
  1.000566050154e-003  ,-3.915552674028e+000  
  1.000573050155e-003  ,-3.926886269374e+000  
  1.000580050156e-003  ,-3.938037219192e+000  
  1.000587050157e-003  ,-3.949006069875e+000  
  1.000594050158e-003  ,-3.959793208879e+000  
  1.000601050159e-003  ,-3.970399065041e+000  
  1.000608050160e-003  ,-3.980824070523e+000  
  1.000615050161e-003  ,-3.991068546982e+000  
  1.000622050162e-003  ,-4.001133030392e+000  
  1.000629050163e-003  ,-4.011017953723e+000  
  1.000636050165e-003  ,-4.020723823767e+000  
  1.000643050166e-003  ,-4.030251023483e+000  
  1.000650050167e-003  ,-4.039599864102e+000  
  1.000657050168e-003  ,-4.048770872608e+000  
  1.000664050169e-003  ,-4.057764552100e+000  
  1.000671050170e-003  ,-4.066581285420e+000  
  1.000678050171e-003  ,-4.075221486919e+000  
  1.000685050172e-003  ,-4.083685475110e+000  
  1.000694550173e-003  ,-4.094889198071e+000  
  1.000701550174e-003  ,-4.102963188855e+000  
  1.000707807917e-003  ,-4.110157601427e+000  
  1.000714339841e-003  ,-4.117705349631e+000  
  1.000721339842e-003  ,-4.125867592188e+000  
  1.000728339843e-003  ,-4.134116568757e+000  
  1.000735339844e-003  ,-4.142456148893e+000  
  1.000742339845e-003  ,-4.150888003712e+000  
  1.000749339847e-003  ,-4.159412911684e+000  
  1.000756339848e-003  ,-4.168031060092e+000  
  1.000763339849e-003  ,-4.176742258435e+000  
  1.000770339850e-003  ,-4.185546271158e+000  
  1.000777339851e-003  ,-4.194442682645e+000  
  1.000784339852e-003  ,-4.203431265893e+000  
  1.000791339853e-003  ,-4.212511757834e+000  
  1.000798339854e-003  ,-4.221683944032e+000  
  1.000805339855e-003  ,-4.230947462094e+000  
  1.000812339856e-003  ,-4.240301980597e+000  
  1.000819339858e-003  ,-4.249747251670e+000  
  1.000826339859e-003  ,-4.259283071578e+000  
  1.000833339860e-003  ,-4.268909093548e+000  
  1.000840339861e-003  ,-4.278624985337e+000  
  1.000847339862e-003  ,-4.288430495415e+000  
  1.000854339863e-003  ,-4.298325419774e+000  
  1.000861339864e-003  ,-4.308309413484e+000  
  1.000870839865e-003  ,-4.322002132888e+000  
  1.000877839866e-003  ,-4.332193644467e+000  
  1.000882032308e-003  ,-4.338311396528e+000  
  1.000889032309e-003  ,-4.348448356560e+000  
  1.000895266210e-003  ,-4.357352701241e+000  
  1.000902266211e-003  ,-4.367194467896e+000  
  1.000909266212e-003  ,-4.376863482053e+000  
  1.000916266213e-003  ,-4.386355886326e+000  
  1.000923266214e-003  ,-4.395669716059e+000  
