X--Trace 1::[I(C2:1) | I(PR2)];Y--Trace 1::[I(C2:1) | I(PR2)];;X--Trace 2::[V(out2) | V(PR1)];Y--Trace 2::[V(out2) | V(PR1)]
2.6251E-05;0.007331412;;2.6251E-05;10.54829705
2.6252E-05;0.007331405;;2.6252E-05;10.55162951
2.6253E-05;0.007331398;;2.6253E-05;10.55496197
2.6254E-05;0.007331391;;2.6254E-05;10.55829442
2.6255E-05;0.007331384;;2.6255E-05;10.56162687
2.6256E-05;0.007331377;;2.6256E-05;10.56495932
2.6257E-05;0.00733137;;2.6257E-05;10.56829176
2.6258E-05;0.007331363;;2.6258E-05;10.5716242
2.6259E-05;0.007331356;;2.6259E-05;10.57495663
2.626E-05;0.007331349;;2.626E-05;10.57828907
2.6261E-05;0.007331342;;2.6261E-05;10.5816215
2.6262E-05;0.007331335;;2.6262E-05;10.58495392
2.6263E-05;0.007331328;;2.6263E-05;10.58828635
2.6264E-05;0.007331321;;2.6264E-05;10.59161877
2.6265E-05;0.007331314;;2.6265E-05;10.59495118
2.6266E-05;0.007331307;;2.6266E-05;10.5982836
2.6267E-05;0.0073313;;2.6267E-05;10.60161601
2.6268E-05;0.007331292;;2.6268E-05;10.60494842
2.6269E-05;0.007331285;;2.6269E-05;10.60828082
2.627E-05;0.007331278;;2.627E-05;10.61161322
2.6271E-05;0.007331271;;2.6271E-05;10.61494562
2.6272E-05;0.007331264;;2.6272E-05;10.61827801
2.6273E-05;0.007331256;;2.6273E-05;10.6216104
2.6274E-05;0.007331249;;2.6274E-05;10.62494279
2.6275E-05;0.007331242;;2.6275E-05;10.62827518
2.6276E-05;0.007331235;;2.6276E-05;10.63160756
2.6277E-05;0.007331227;;2.6277E-05;10.63493993
2.6278E-05;0.00733122;;2.6278E-05;10.63827231
2.6279E-05;0.007331213;;2.6279E-05;10.64160468
2.628E-05;0.007331205;;2.628E-05;10.64493705
2.6281E-05;0.007331198;;2.6281E-05;10.64826941
2.6282E-05;0.007331191;;2.6282E-05;10.65160177
2.6283E-05;0.007331183;;2.6283E-05;10.65493413
2.6284E-05;0.007331176;;2.6284E-05;10.65826649
2.6285E-05;0.007331169;;2.6285E-05;10.66159884
2.6286E-05;0.007331161;;2.6286E-05;10.66493118
2.6287E-05;0.007331154;;2.6287E-05;10.66826353
2.6288E-05;0.007331146;;2.6288E-05;10.67159587
2.6289E-05;0.007331139;;2.6289E-05;10.67492821
2.629E-05;0.007331131;;2.629E-05;10.67826054
2.6291E-05;0.007331124;;2.6291E-05;10.68159287
2.6292E-05;0.007331116;;2.6292E-05;10.6849252
2.6293E-05;0.007331109;;2.6293E-05;10.68825752
2.6294E-05;0.007331101;;2.6294E-05;10.69158984
2.6295E-05;0.007331094;;2.6295E-05;10.69492216
2.6296E-05;0.007331086;;2.6296E-05;10.69825447
2.6297E-05;0.007331078;;2.6297E-05;10.70158678
2.6298E-05;0.007331071;;2.6298E-05;10.70491909
2.6299E-05;0.007331063;;2.6299E-05;10.70825139
2.63E-05;0.007331055;;2.63E-05;10.71158369
2.6301E-05;0.007331048;;2.6301E-05;10.71491599
2.6302E-05;0.00733104;;2.6302E-05;10.71824828
2.6303E-05;0.007331032;;2.6303E-05;10.72158057
2.6304E-05;0.007331025;;2.6304E-05;10.72491286
2.6305E-05;0.007331017;;2.6305E-05;10.72824514
2.6306E-05;0.007331009;;2.6306E-05;10.73157742
2.6307E-05;0.007331001;;2.6307E-05;10.73490969
2.6308E-05;0.007330994;;2.6308E-05;10.73824196
2.6309E-05;0.007330986;;2.6309E-05;10.74157423
2.631E-05;0.007330978;;2.631E-05;10.7449065
2.6311E-05;0.00733097;;2.6311E-05;10.74823876
2.6312E-05;0.007330962;;2.6312E-05;10.75157101
2.6313E-05;0.007330954;;2.6313E-05;10.75490327
2.6314E-05;0.007330946;;2.6314E-05;10.75823552
2.6315E-05;0.007330939;;2.6315E-05;10.76156777
2.6316E-05;0.007330931;;2.6316E-05;10.76490001
2.6317E-05;0.007330923;;2.6317E-05;10.76823225
2.6318E-05;0.007330915;;2.6318E-05;10.77156448
2.6319E-05;0.007330907;;2.6319E-05;10.77489672
2.632E-05;0.007330899;;2.632E-05;10.77822894
2.6321E-05;0.007330891;;2.6321E-05;10.78156117
2.6322E-05;0.007330883;;2.6322E-05;10.78489339
2.6323E-05;0.007330875;;2.6323E-05;10.78822561
2.6324E-05;0.007330866;;2.6324E-05;10.79155782
2.6325E-05;0.007330858;;2.6325E-05;10.79489003
2.6326E-05;0.00733085;;2.6326E-05;10.79822224
2.6327E-05;0.007330842;;2.6327E-05;10.80155444
2.6328E-05;0.007330834;;2.6328E-05;10.80488664
2.6329E-05;0.007330826;;2.6329E-05;10.80821884
2.633E-05;0.007330818;;2.633E-05;10.81155103
2.6331E-05;0.007330809;;2.6331E-05;10.81488322
2.6332E-05;0.007330801;;2.6332E-05;10.8182154
2.6333E-05;0.007330793;;2.6333E-05;10.82154758
2.6334E-05;0.007330785;;2.6334E-05;10.82487976
2.6335E-05;0.007330776;;2.6335E-05;10.82821193
2.6336E-05;0.007330768;;2.6336E-05;10.8315441
2.6337E-05;0.00733076;;2.6337E-05;10.83487626
2.6338E-05;0.007330752;;2.6338E-05;10.83820843
2.6339E-05;0.007330743;;2.6339E-05;10.84154058
2.634E-05;0.007330735;;2.634E-05;10.84487274
2.6341E-05;0.007330726;;2.6341E-05;10.84820489
2.6342E-05;0.007330718;;2.6342E-05;10.85153703
2.6343E-05;0.00733071;;2.6343E-05;10.85486918
2.6344E-05;0.007330701;;2.6344E-05;10.85820132
2.6345E-05;0.007330693;;2.6345E-05;10.86153345
2.6346E-05;0.007330684;;2.6346E-05;10.86486558
2.6347E-05;0.007330676;;2.6347E-05;10.86819771
2.6348E-05;0.007330667;;2.6348E-05;10.87152983
2.6349E-05;0.007330659;;2.6349E-05;10.87486195
2.635E-05;0.00733065;;2.635E-05;10.87819407
2.6351E-05;0.007330641;;2.6351E-05;10.88152618
2.6352E-05;0.007330633;;2.6352E-05;10.88485829
2.6353E-05;0.007330624;;2.6353E-05;10.88819039
2.6354E-05;0.007330615;;2.6354E-05;10.89152249
2.6355E-05;0.007330607;;2.6355E-05;10.89485459
2.6356E-05;0.007330598;;2.6356E-05;10.89818668
2.6357E-05;0.007330589;;2.6357E-05;10.90151877
2.6358E-05;0.007330581;;2.6358E-05;10.90485085
2.6359E-05;0.007330572;;2.6359E-05;10.90818293
2.636E-05;0.007330563;;2.636E-05;10.91151501
2.6361E-05;0.007330554;;2.6361E-05;10.91484708
2.6362E-05;0.007330545;;2.6362E-05;10.91817915
2.6363E-05;0.007330537;;2.6363E-05;10.92151121
2.6364E-05;0.007330528;;2.6364E-05;10.92484327
2.6365E-05;0.007330519;;2.6365E-05;10.92817533
2.6366E-05;0.00733051;;2.6366E-05;10.93150738
2.6367E-05;0.007330501;;2.6367E-05;10.93483943
2.6368E-05;0.007330492;;2.6368E-05;10.93817147
2.6369E-05;0.007330483;;2.6369E-05;10.94150351
2.637E-05;0.007330474;;2.637E-05;10.94483555
2.6371E-05;0.007330465;;2.6371E-05;10.94816758
2.6372E-05;0.007330456;;2.6372E-05;10.95149961
2.6373E-05;0.007330447;;2.6373E-05;10.95483163
2.6374E-05;0.007330438;;2.6374E-05;10.95816365
2.6375E-05;0.007330429;;2.6375E-05;10.96149566
2.6376E-05;0.00733042;;2.6376E-05;10.96482767
2.6377E-05;0.007330411;;2.6377E-05;10.96815968
2.6378E-05;0.007330401;;2.6378E-05;10.97149168
2.6379E-05;0.007330392;;2.6379E-05;10.97482368
2.638E-05;0.007330383;;2.638E-05;10.97815568
2.6381E-05;0.007330374;;2.6381E-05;10.98148767
2.6382E-05;0.007330365;;2.6382E-05;10.98481965
2.6383E-05;0.007330355;;2.6383E-05;10.98815164
2.6384E-05;0.007330346;;2.6384E-05;10.99148361
2.6385E-05;0.007330337;;2.6385E-05;10.99481559
2.6386E-05;0.007330327;;2.6386E-05;10.99814756
2.6387E-05;0.007330318;;2.6387E-05;11.00147952
2.6388E-05;0.007330309;;2.6388E-05;11.00481148
2.6389E-05;0.007330299;;2.6389E-05;11.00814344
2.639E-05;0.00733029;;2.639E-05;11.01147539
2.6391E-05;0.00733028;;2.6391E-05;11.01480734
2.6392E-05;0.007330271;;2.6392E-05;11.01813928
2.6393E-05;0.007330261;;2.6393E-05;11.02147122
2.6394E-05;0.007330252;;2.6394E-05;11.02480315
2.6395E-05;0.007330242;;2.6395E-05;11.02813508
2.6396E-05;0.007330232;;2.6396E-05;11.03146701
2.6397E-05;0.007330223;;2.6397E-05;11.03479893
2.6398E-05;0.007330213;;2.6398E-05;11.03813085
2.6399E-05;0.007330204;;2.6399E-05;11.04146276
2.64E-05;0.007330194;;2.64E-05;11.04479467
2.6401E-05;0.007330184;;2.6401E-05;11.04812657
2.6402E-05;0.007330174;;2.6402E-05;11.05145847
2.6403E-05;0.007330165;;2.6403E-05;11.05479037
2.6404E-05;0.007330155;;2.6404E-05;11.05812226
2.6405E-05;0.007330145;;2.6405E-05;11.06145415
2.6406E-05;0.007330135;;2.6406E-05;11.06478603
2.6407E-05;0.007330125;;2.6407E-05;11.06811791
2.6408E-05;0.007330116;;2.6408E-05;11.07144978
2.6409E-05;0.007330106;;2.6409E-05;11.07478165
2.641E-05;0.007330096;;2.641E-05;11.07811351
2.6411E-05;0.007330086;;2.6411E-05;11.08144537
2.6412E-05;0.007330076;;2.6412E-05;11.08477723
2.6413E-05;0.007330066;;2.6413E-05;11.08810908
2.6414E-05;0.007330056;;2.6414E-05;11.09144092
2.6415E-05;0.007330046;;2.6415E-05;11.09477276
2.6416E-05;0.007330036;;2.6416E-05;11.0981046
2.6417E-05;0.007330025;;2.6417E-05;11.10143643
2.6418E-05;0.007330015;;2.6418E-05;11.10476826
2.6419E-05;0.007330005;;2.6419E-05;11.10810008
2.642E-05;0.007329995;;2.642E-05;11.1114319
2.6421E-05;0.007329985;;2.6421E-05;11.11476371
2.6422E-05;0.007329974;;2.6422E-05;11.11809552
2.6423E-05;0.007329964;;2.6423E-05;11.12142733
2.6424E-05;0.007329954;;2.6424E-05;11.12475913
2.6425E-05;0.007329944;;2.6425E-05;11.12809092
2.6426E-05;0.007329933;;2.6426E-05;11.13142271
2.6427E-05;0.007329923;;2.6427E-05;11.1347545
2.6428E-05;0.007329912;;2.6428E-05;11.13808628
2.6429E-05;0.007329902;;2.6429E-05;11.14141805
2.643E-05;0.007329891;;2.643E-05;11.14474982
2.6431E-05;0.007329881;;2.6431E-05;11.14808159
2.6432E-05;0.00732987;;2.6432E-05;11.15141335
2.6433E-05;0.00732986;;2.6433E-05;11.15474511
2.6434E-05;0.007329849;;2.6434E-05;11.15807686
2.6435E-05;0.007329839;;2.6435E-05;11.16140861
2.6436E-05;0.007329828;;2.6436E-05;11.16474035
2.6437E-05;0.007329817;;2.6437E-05;11.16807209
2.6438E-05;0.007329807;;2.6438E-05;11.17140382
2.6439E-05;0.007329796;;2.6439E-05;11.17473555
2.644E-05;0.007329785;;2.644E-05;11.17806727
2.6441E-05;0.007329774;;2.6441E-05;11.18139899
2.6442E-05;0.007329764;;2.6442E-05;11.1847307
2.6443E-05;0.007329753;;2.6443E-05;11.18806241
2.6444E-05;0.007329742;;2.6444E-05;11.19139412
2.6445E-05;0.007329731;;2.6445E-05;11.19472581
2.6446E-05;0.00732972;;2.6446E-05;11.19805751
2.6447E-05;0.007329709;;2.6447E-05;11.2013892
2.6448E-05;0.007329698;;2.6448E-05;11.20472088
2.6449E-05;0.007329687;;2.6449E-05;11.20805256
2.645E-05;0.007329676;;2.645E-05;11.21138423
2.6451E-05;0.007329665;;2.6451E-05;11.2147159
2.6452E-05;0.007329654;;2.6452E-05;11.21804756
2.6453E-05;0.007329643;;2.6453E-05;11.22137922
2.6454E-05;0.007329631;;2.6454E-05;11.22471087
2.6455E-05;0.00732962;;2.6455E-05;11.22804252
2.6456E-05;0.007329609;;2.6456E-05;11.23137416
2.6457E-05;0.007329598;;2.6457E-05;11.2347058
2.6458E-05;0.007329586;;2.6458E-05;11.23803744
2.6459E-05;0.007329575;;2.6459E-05;11.24136906
2.646E-05;0.007329564;;2.646E-05;11.24470069
2.6461E-05;0.007329552;;2.6461E-05;11.2480323
2.6462E-05;0.007329541;;2.6462E-05;11.25136391
2.6463E-05;0.007329529;;2.6463E-05;11.25469552
2.6464E-05;0.007329518;;2.6464E-05;11.25802712
2.6465E-05;0.007329506;;2.6465E-05;11.26135872
2.6466E-05;0.007329495;;2.6466E-05;11.26469031
2.6467E-05;0.007329483;;2.6467E-05;11.2680219
2.6468E-05;0.007329471;;2.6468E-05;11.27135348
2.6469E-05;0.00732946;;2.6469E-05;11.27468505
2.647E-05;0.007329448;;2.647E-05;11.27801662
2.6471E-05;0.007329436;;2.6471E-05;11.28134819
2.6472E-05;0.007329425;;2.6472E-05;11.28467975
2.6473E-05;0.007329413;;2.6473E-05;11.2880113
2.6474E-05;0.007329401;;2.6474E-05;11.29134285
2.6475E-05;0.007329389;;2.6475E-05;11.29467439
2.6476E-05;0.007329377;;2.6476E-05;11.29800593
2.6477E-05;0.007329365;;2.6477E-05;11.30133746
2.6478E-05;0.007329353;;2.6478E-05;11.30466899
2.6479E-05;0.007329341;;2.6479E-05;11.30800051
2.648E-05;0.007329329;;2.648E-05;11.31133203
2.6481E-05;0.007329317;;2.6481E-05;11.31466354
2.6482E-05;0.007329305;;2.6482E-05;11.31799504
2.6483E-05;0.007329293;;2.6483E-05;11.32132654
2.6484E-05;0.007329281;;2.6484E-05;11.32465803
2.6485E-05;0.007329268;;2.6485E-05;11.32798952
2.6486E-05;0.007329256;;2.6486E-05;11.33132101
2.6487E-05;0.007329244;;2.6487E-05;11.33465248
2.6488E-05;0.007329231;;2.6488E-05;11.33798395
2.6489E-05;0.007329219;;2.6489E-05;11.34131542
2.649E-05;0.007329207;;2.649E-05;11.34464688
2.6491E-05;0.007329194;;2.6491E-05;11.34797834
2.6492E-05;0.007329182;;2.6492E-05;11.35130978
2.6493E-05;0.007329169;;2.6493E-05;11.35464123
2.6494E-05;0.007329157;;2.6494E-05;11.35797267
2.6495E-05;0.007329144;;2.6495E-05;11.3613041
2.6496E-05;0.007329131;;2.6496E-05;11.36463552
2.6497E-05;0.007329119;;2.6497E-05;11.36796694
2.6498E-05;0.007329106;;2.6498E-05;11.37129836
2.6499E-05;0.007329093;;2.6499E-05;11.37462977
2.65E-05;0.00732908;;2.65E-05;11.37796117
2.6501E-05;0.007329067;;2.6501E-05;11.38129257
2.6502E-05;0.007329055;;2.6502E-05;11.38462396
2.6503E-05;0.007329042;;2.6503E-05;11.38795534
2.6504E-05;0.007329029;;2.6504E-05;11.39128672
2.6505E-05;0.007329016;;2.6505E-05;11.3946181
2.6506E-05;0.007329003;;2.6506E-05;11.39794947
2.6507E-05;0.00732899;;2.6507E-05;11.40128083
2.6508E-05;0.007328976;;2.6508E-05;11.40461218
2.6509E-05;0.007328963;;2.6509E-05;11.40794353
2.651E-05;0.00732895;;2.651E-05;11.41127488
2.6511E-05;0.007328937;;2.6511E-05;11.41460622
2.6512E-05;0.007328924;;2.6512E-05;11.41793755
2.6513E-05;0.00732891;;2.6513E-05;11.42126887
2.6514E-05;0.007328897;;2.6514E-05;11.42460019
2.6515E-05;0.007328883;;2.6515E-05;11.42793151
2.6516E-05;0.00732887;;2.6516E-05;11.43126281
2.6517E-05;0.007328856;;2.6517E-05;11.43459412
2.6518E-05;0.007328843;;2.6518E-05;11.43792541
2.6519E-05;0.007328829;;2.6519E-05;11.4412567
2.652E-05;0.007328816;;2.652E-05;11.44458798
2.6521E-05;0.007328802;;2.6521E-05;11.44791926
2.6522E-05;0.007328788;;2.6522E-05;11.45125053
2.6523E-05;0.007328774;;2.6523E-05;11.45458179
2.6524E-05;0.00732876;;2.6524E-05;11.45791305
2.65249E-05;0.007328747;;2.65249E-05;11.46107774
2.65259E-05;0.007328733;;2.65259E-05;11.46440899
2.65269E-05;0.007328719;;2.65269E-05;11.46774023
2.65279E-05;0.007328706;;2.65279E-05;11.4709049
2.65289E-05;0.007328692;;2.65289E-05;11.47423612
2.65299E-05;0.007328678;;2.65299E-05;11.47756735
2.65309E-05;0.007328664;;2.65309E-05;11.48089856
2.65319E-05;0.007328649;;2.65319E-05;11.48422977
2.65329E-05;0.007328635;;2.65329E-05;11.48756097
2.65339E-05;0.007328621;;2.65339E-05;11.49089216
2.65349E-05;0.007328606;;2.65349E-05;11.49422335
2.65359E-05;0.007328592;;2.65359E-05;11.49755453
2.65369E-05;0.007328577;;2.65369E-05;11.50088571
2.65379E-05;0.007328562;;2.65379E-05;11.50421687
2.65389E-05;0.007328548;;2.65389E-05;11.50754804
2.65399E-05;0.007328533;;2.65399E-05;11.51087919
2.65409E-05;0.007328518;;2.65409E-05;11.51421034
2.65419E-05;0.007328503;;2.65419E-05;11.51754148
2.65429E-05;0.007328488;;2.65429E-05;11.52087261
2.65439E-05;0.007328473;;2.65439E-05;11.52420374
2.65449E-05;0.007328458;;2.65449E-05;11.52753486
2.65459E-05;0.007328442;;2.65459E-05;11.53086598
2.65469E-05;0.007328427;;2.65469E-05;11.53419708
2.65479E-05;0.007328411;;2.65479E-05;11.53752818
2.65489E-05;0.007328395;;2.65489E-05;11.54085927
2.65499E-05;0.007328379;;2.65499E-05;11.54419036
2.65509E-05;0.007328363;;2.65509E-05;11.54752144
2.65519E-05;0.007328347;;2.65519E-05;11.55085251
2.65529E-05;0.007328331;;2.65529E-05;11.55418357
2.65538E-05;0.007328315;;2.65538E-05;11.55734807
2.65548E-05;0.007328298;;2.65548E-05;11.56067912
2.65558E-05;0.007328281;;2.65558E-05;11.56401016
2.65568E-05;0.007328264;;2.65568E-05;11.5673412
2.65578E-05;0.007328246;;2.65578E-05;11.57067222
2.65588E-05;0.007328228;;2.65588E-05;11.57400324
2.65598E-05;0.00732821;;2.65598E-05;11.57733425
2.65608E-05;0.007328192;;2.65608E-05;11.58066525
2.65618E-05;0.007328173;;2.65618E-05;11.58399624
2.65628E-05;0.007328154;;2.65628E-05;11.58732722
2.65638E-05;0.007328134;;2.65638E-05;11.5906582
2.65648E-05;0.007328115;;2.65648E-05;11.59398916
2.65658E-05;0.007328095;;2.65658E-05;11.59715357
2.65668E-05;0.007328075;;2.65668E-05;11.60048452
2.65678E-05;0.007328054;;2.65678E-05;11.60381546
2.65688E-05;0.007328033;;2.65688E-05;11.60714639
2.65698E-05;0.007328011;;2.65698E-05;11.61047731
2.65708E-05;0.007327989;;2.65708E-05;11.61380821
2.65718E-05;0.007327967;;2.65718E-05;11.61713911
2.65728E-05;0.007327944;;2.65728E-05;11.62047
2.65738E-05;0.007327922;;2.65738E-05;11.62380088
2.65748E-05;0.007327899;;2.65748E-05;11.62713175
2.65758E-05;0.007327876;;2.65758E-05;11.63046261
2.65768E-05;0.007327853;;2.65768E-05;11.63379346
2.65778E-05;0.00732783;;2.65778E-05;11.63712429
2.65788E-05;0.007327807;;2.65788E-05;11.64045512
2.65798E-05;0.007327785;;2.65798E-05;11.64378594
2.65808E-05;0.007327762;;2.65808E-05;11.64711674
2.65818E-05;0.00732774;;2.65818E-05;11.65044754
2.65828E-05;0.007327717;;2.65828E-05;11.65377832
2.65838E-05;0.007327695;;2.65838E-05;11.6571091
2.65848E-05;0.007327674;;2.65848E-05;11.66043986
2.65858E-05;0.007327652;;2.65858E-05;11.66377062
2.65868E-05;0.007327631;;2.65868E-05;11.66710137
2.65878E-05;0.00732761;;2.65878E-05;11.6704321
2.65888E-05;0.007327589;;2.65888E-05;11.67376283
2.65898E-05;0.007327568;;2.65898E-05;11.67709355
2.65907E-05;0.007327549;;2.65907E-05;11.68025772
2.65917E-05;0.007327529;;2.65917E-05;11.68358842
2.65927E-05;0.007327509;;2.65927E-05;11.68691911
2.65937E-05;0.007327489;;2.65937E-05;11.69024979
2.65947E-05;0.007327469;;2.65947E-05;11.69358046
2.65957E-05;0.007327449;;2.65957E-05;11.69691113
2.65967E-05;0.00732743;;2.65967E-05;11.70024178
2.65977E-05;0.00732741;;2.65977E-05;11.70357243
2.65987E-05;0.007327391;;2.65987E-05;11.70690306
2.65997E-05;0.007327372;;2.65997E-05;11.71023369
2.66007E-05;0.007327352;;2.66007E-05;11.71356431
2.66017E-05;0.007327333;;2.66017E-05;11.71689492
2.66027E-05;0.007327314;;2.66027E-05;11.72022552
2.66037E-05;0.007327295;;2.66037E-05;11.72355612
2.66047E-05;0.007327276;;2.66047E-05;11.7268867
2.66057E-05;0.007327257;;2.66057E-05;11.73021728
2.66067E-05;0.007327237;;2.66067E-05;11.73354784
2.66077E-05;0.007327218;;2.66077E-05;11.7368784
2.66087E-05;0.007327199;;2.66087E-05;11.74020895
2.66097E-05;0.00732718;;2.66097E-05;11.74353949
2.66107E-05;0.007327161;;2.66107E-05;11.74687002
2.66109E-05;0.007327158;;2.66109E-05;11.74728634
2.6611E-05;0.007327156;;2.6611E-05;11.74768184
2.6611E-05;0.007327155;;2.6611E-05;11.74787033
2.66112E-05;0.007327153;;2.66112E-05;11.74824732
2.66113E-05;0.007327149;;2.66113E-05;11.74884376
2.66115E-05;0.007327147;;2.66115E-05;11.74922584
2.66116E-05;0.007327145;;2.66116E-05;11.74961524
2.66117E-05;0.007327143;;2.66117E-05;11.74996576
2.66119E-05;0.007327139;;2.66119E-05;11.75063173
2.66123E-05;0.007327131;;2.66123E-05;11.75196368
2.6613E-05;0.007327117;;2.6613E-05;11.75439871
2.6614E-05;0.007327098;;2.6614E-05;11.75772921
2.6615E-05;0.007327078;;2.6615E-05;11.7610597
2.6616E-05;0.007327059;;2.6616E-05;11.76439019
2.6617E-05;0.007327039;;2.6617E-05;11.76772067
2.6618E-05;0.00732702;;2.6618E-05;11.77105113
2.6619E-05;0.007327;;2.6619E-05;11.77438159
2.662E-05;0.00732698;;2.662E-05;11.77771204
2.6621E-05;0.00732696;;2.6621E-05;11.78104248
2.6622E-05;0.007326941;;2.6622E-05;11.78437292
2.6623E-05;0.007326921;;2.6623E-05;11.78770334
2.6624E-05;0.007326901;;2.6624E-05;11.79103375
2.6625E-05;0.007326881;;2.6625E-05;11.79436416
2.6626E-05;0.00732686;;2.6626E-05;11.79769455
2.6627E-05;0.00732684;;2.6627E-05;11.80102494
2.6628E-05;0.00732682;;2.6628E-05;11.80435532
2.6629E-05;0.007326799;;2.6629E-05;11.80768568
2.663E-05;0.007326779;;2.663E-05;11.81101604
2.6631E-05;0.007326758;;2.6631E-05;11.81434639
2.6632E-05;0.007326738;;2.6632E-05;11.81767673
2.6633E-05;0.007326717;;2.6633E-05;11.82100706
2.6634E-05;0.007326696;;2.6634E-05;11.82433738
2.6635E-05;0.007326675;;2.6635E-05;11.8276677
2.6636E-05;0.007326654;;2.6636E-05;11.830998
2.6637E-05;0.007326633;;2.6637E-05;11.83432829
2.6638E-05;0.007326612;;2.6638E-05;11.83765857
2.6639E-05;0.007326591;;2.6639E-05;11.84098885
2.664E-05;0.007326569;;2.664E-05;11.84431911
2.6641E-05;0.007326548;;2.6641E-05;11.84764936
2.6642E-05;0.007326526;;2.6642E-05;11.85097961
2.6643E-05;0.007326504;;2.6643E-05;11.85430984
2.6644E-05;0.007326483;;2.6644E-05;11.85764007
2.6645E-05;0.007326461;;2.6645E-05;11.86097028
2.6646E-05;0.007326439;;2.6646E-05;11.86430049
2.6647E-05;0.007326417;;2.6647E-05;11.86763068
2.6648E-05;0.007326394;;2.6648E-05;11.87096086
2.6649E-05;0.007326372;;2.6649E-05;11.87429104
2.665E-05;0.00732635;;2.665E-05;11.8776212
2.6651E-05;0.007326327;;2.6651E-05;11.88095136
2.6652E-05;0.007326305;;2.6652E-05;11.8842815
2.6653E-05;0.007326282;;2.6653E-05;11.88761163
2.6654E-05;0.007326259;;2.6654E-05;11.89094176
2.6655E-05;0.007326236;;2.6655E-05;11.89427187
2.6656E-05;0.007326213;;2.6656E-05;11.89760197
2.6657E-05;0.00732619;;2.6657E-05;11.90093206
2.6658E-05;0.007326167;;2.6658E-05;11.90426214
2.6659E-05;0.007326143;;2.6659E-05;11.90759221
2.666E-05;0.00732612;;2.666E-05;11.91092227
2.6661E-05;0.007326096;;2.6661E-05;11.91425232
2.6662E-05;0.007326073;;2.6662E-05;11.91758236
2.6663E-05;0.007326049;;2.6663E-05;11.92091239
2.6664E-05;0.007326025;;2.6664E-05;11.92424241
2.6665E-05;0.007326001;;2.6665E-05;11.92757241
2.6666E-05;0.007325977;;2.6666E-05;11.93090241
2.6667E-05;0.007325952;;2.6667E-05;11.93423239
2.6668E-05;0.007325928;;2.6668E-05;11.93756236
2.6669E-05;0.007325903;;2.6669E-05;11.94089233
2.667E-05;0.007325879;;2.667E-05;11.94422228
2.6671E-05;0.007325854;;2.6671E-05;11.94755221
2.6672E-05;0.007325829;;2.6672E-05;11.95088214
2.6673E-05;0.007325804;;2.6673E-05;11.95421206
2.6674E-05;0.007325779;;2.6674E-05;11.95754196
2.6675E-05;0.007325754;;2.6675E-05;11.96087186
2.6676E-05;0.007325728;;2.6676E-05;11.96420174
2.6677E-05;0.007325703;;2.6677E-05;11.96753161
2.6678E-05;0.007325677;;2.6678E-05;11.97086147
2.6679E-05;0.007325651;;2.6679E-05;11.97419132
2.668E-05;0.007325625;;2.668E-05;11.97752115
2.6681E-05;0.007325599;;2.6681E-05;11.98085098
2.6682E-05;0.007325573;;2.6682E-05;11.98418079
2.6683E-05;0.007325547;;2.6683E-05;11.98751059
2.6684E-05;0.00732552;;2.6684E-05;11.99084038
2.6685E-05;0.007325494;;2.6685E-05;11.99417015
2.6686E-05;0.007325467;;2.6686E-05;11.99749992
2.6687E-05;0.00732544;;2.6687E-05;12.00082967
2.6688E-05;0.007325413;;2.6688E-05;12.00415941
2.6689E-05;0.007325386;;2.6689E-05;12.00748913
2.669E-05;0.007325358;;2.669E-05;12.01081885
2.6691E-05;0.007325331;;2.6691E-05;12.01414855
2.6692E-05;0.007325303;;2.6692E-05;12.01747824
2.6693E-05;0.007325275;;2.6693E-05;12.02080792
2.6694E-05;0.007325248;;2.6694E-05;12.02413758
2.6695E-05;0.007325221;;2.6695E-05;12.02746723
2.6696E-05;0.007325192;;2.6696E-05;12.03079687
2.6697E-05;0.007325163;;2.6697E-05;12.0341265
2.6698E-05;0.007325136;;2.6698E-05;12.03728963
2.6699E-05;0.007325107;;2.6699E-05;12.04061923
2.67E-05;0.007325078;;2.67E-05;12.04394882
2.6701E-05;0.007325049;;2.6701E-05;12.04727839
2.6702E-05;0.00732502;;2.6702E-05;12.05060796
2.6703E-05;0.007324991;;2.6703E-05;12.0539375
2.6704E-05;0.007324961;;2.6704E-05;12.05726704
2.6705E-05;0.007324932;;2.6705E-05;12.06059656
2.6706E-05;0.007324902;;2.6706E-05;12.06392607
2.6707E-05;0.007324872;;2.6707E-05;12.06725556
2.6708E-05;0.007324842;;2.6708E-05;12.07058504
2.6709E-05;0.007324811;;2.6709E-05;12.07391451
2.671E-05;0.007324781;;2.671E-05;12.07724396
2.6711E-05;0.00732475;;2.6711E-05;12.0805734
2.6712E-05;0.007324719;;2.6712E-05;12.08390282
2.6713E-05;0.007324688;;2.6713E-05;12.08723223
2.6714E-05;0.007324657;;2.6714E-05;12.09056163
2.6715E-05;0.007324625;;2.6715E-05;12.09389101
2.6716E-05;0.007324594;;2.6716E-05;12.09722038
2.6717E-05;0.007324562;;2.6717E-05;12.10054973
2.6718E-05;0.00732453;;2.6718E-05;12.10387907
2.6719E-05;0.007324498;;2.6719E-05;12.1072084
2.672E-05;0.007324466;;2.672E-05;12.11053771
2.6721E-05;0.007324433;;2.6721E-05;12.113867
2.6722E-05;0.0073244;;2.6722E-05;12.11719628
2.6723E-05;0.007324367;;2.6723E-05;12.12052555
